codigo_antiguo;codigo_nuevo;codigo_madre;codigo_madre2;codigo_region;region;seremi;perteneciente;TipoEstablecimiento;dependencia;nivel;nombre;codigo_comuna;nombre_comuna;Fecha Vigencia (Desde);codigo_ss_region
10-300;110300;;;13;Metropolitana de Santiago;Servicio de Salud Metropolitano Occidente;Perteneciente;Centro de Referencia de Salud;Servicio de Salud;Secundario;Centro de Referencia de Salud Salvador Allende;13124;Pudahuel;01-01-2009;10
10-308;110308;;;13;Metropolitana de Santiago;Servicio de Salud Metropolitano Occidente;Perteneciente;Consultorio General Rural;Municipal;Primario;Centro de Salud Familiar Peñaflor;13605;Peñaflor;01-01-2009;10
10-310;110310;;;13;Metropolitana de Santiago;Servicio de Salud Metropolitano Occidente;Perteneciente;Consultorio General Urbano;Servicio de Salud;Primario;Centro de Salud Familiar Andes;13126;Quinta Normal;01-01-2009;10
10-315;110315;;;13;Metropolitana de Santiago;Servicio de Salud Metropolitano Occidente;Perteneciente;Consultorio General Urbano;Municipal;Primario;Centro de Salud Familiar Santa Anita;13117;Lo Prado;01-01-2009;10
10-316;110316;;;13;Metropolitana de Santiago;Servicio de Salud Metropolitano Occidente;Perteneciente;Consultorio General Urbano;Municipal;Primario;Centro de Salud Familiar Pablo Neruda;13117;Lo Prado;01-01-2009;10
10-320;110320;;;13;Metropolitana de Santiago;Servicio de Salud Metropolitano Occidente;Perteneciente;Consultorio General Urbano;Municipal;Primario;Centro de Salud Familiar Lo Franco;13126;Quinta Normal;01-01-2009;10
10-325;110325;;;13;Metropolitana de Santiago;Servicio de Salud Metropolitano Occidente;Perteneciente;Consultorio General Urbano;Municipal;Primario;Centro de Salud Familiar Garín;13126;Quinta Normal;01-01-2009;10
10-330;110330;;;13;Metropolitana de Santiago;Servicio de Salud Metropolitano Occidente;Perteneciente;Consultorio General Urbano;Municipal;Primario;Centro de Salud Familiar Dr. Adalberto Steeger;13103;Cerro Navia;01-01-2009;10
10-331;110331;;;13;Metropolitana de Santiago;Servicio de Salud Metropolitano Occidente;Perteneciente;Consultorio General Urbano;Municipal;Primario;Centro de Salud Familiar Lo Amor;13103;Cerro Navia;01-01-2009;10
10-335;110335;;;13;Metropolitana de Santiago;Servicio de Salud Metropolitano Occidente;Perteneciente;Consultorio General Urbano;Municipal;Primario;Centro de Salud Familiar Cerro Navia;13103;Cerro Navia;01-01-2009;10
10-340;110340;;;13;Metropolitana de Santiago;Servicio de Salud Metropolitano Occidente;Perteneciente;Consultorio General Urbano;Municipal;Primario;Centro de Salud Familiar Dr. Raúl Yazigi;13117;Lo Prado;01-01-2009;10
10-345;110345;;;13;Metropolitana de Santiago;Servicio de Salud Metropolitano Occidente;Perteneciente;Consultorio General Urbano;Municipal;Primario;Centro de Salud Familiar Dr. Carlos Avendaño;13117;Lo Prado;01-01-2009;10
10-350;110350;;;13;Metropolitana de Santiago;Servicio de Salud Metropolitano Occidente;Perteneciente;Consultorio General Urbano;Municipal;Primario;Centro de Salud Familiar Pudahuel Estrella;13124;Pudahuel;01-01-2009;10
10-351;110351;;;13;Metropolitana de Santiago;Servicio de Salud Metropolitano Occidente;Perteneciente;Consultorio General Urbano;Municipal;Primario;Centro de Salud Familiar Pudahuel Poniente;13124;Pudahuel;01-01-2009;10
10-352;110352;;;13;Metropolitana de Santiago;Servicio de Salud Metropolitano Occidente;Perteneciente;Consultorio General Urbano;Municipal;Primario;Centro de Salud Familiar Dr. Gustavo Molina;13124;Pudahuel;01-01-2009;10
10-353;110353;;;13;Metropolitana de Santiago;Servicio de Salud Metropolitano Occidente;Perteneciente;Consultorio General Urbano;Municipal;Primario;Centro de Salud Familiar Cardenal Raúl Silva Henríquez;13124;Pudahuel;01-01-2009;10
10-354;110354;;;13;Metropolitana de Santiago;Servicio de Salud Metropolitano Occidente;Perteneciente;Consultorio General Urbano;Municipal;Primario;Centro de Salud Familiar Violeta Parra;13124;Pudahuel;01-01-2009;10
10-355;110355;;;13;Metropolitana de Santiago;Servicio de Salud Metropolitano Occidente;Perteneciente;Consultorio General Urbano;Municipal;Primario;Centro de Salud Familiar Dr. Arturo Albertz;13103;Cerro Navia;01-01-2009;10
10-360;110360;;;13;Metropolitana de Santiago;Servicio de Salud Metropolitano Occidente;Perteneciente;Consultorio General Urbano;Municipal;Primario;Centro de Salud Familiar Renca;13128;Renca;01-01-2009;10
10-361;110361;;;13;Metropolitana de Santiago;Servicio de Salud Metropolitano Occidente;Perteneciente;Consultorio General Urbano;Municipal;Primario;Centro de Salud Familiar Bicentenario;13128;Renca;01-01-2009;10
10-362;110362;;;13;Metropolitana de Santiago;Servicio de Salud Metropolitano Occidente;Perteneciente;Consultorio General Urbano;Municipal;Primario;Centro de Salud Familiar Dr. Hernán Urzúa Merino;13128;Renca;01-01-2009;10
10-364;110364;;;13;Metropolitana de Santiago;Servicio de Salud Metropolitano Occidente;Perteneciente;Consultorio General Urbano;Municipal;Primario;Centro de Salud Familiar Huamachuco;13128;Renca;01-01-2009;10
10-366;110366;;;13;Metropolitana de Santiago;Servicio de Salud Metropolitano Occidente;Perteneciente;Consultorio General Rural;Municipal;Primario;Centro de Salud Familiar Juan Pablo II;13604;Padre Hurtado;01-01-2009;10
10-369;110369;;;13;Metropolitana de Santiago;Servicio de Salud Metropolitano Occidente;Perteneciente;Consultorio General Rural;Municipal;Primario;Centro de Salud Familiar Dr. Fernando Monckeberg;13605;Peñaflor;01-01-2009;10
10-370;110370;;;13;Metropolitana de Santiago;Servicio de Salud Metropolitano Occidente;Perteneciente;Consultorio General Rural;Municipal;Primario;Centro de Salud Familiar El Monte;13602;El Monte;01-01-2009;10
10-375;110375;;;13;Metropolitana de Santiago;Servicio de Salud Metropolitano Occidente;Perteneciente;Consultorio General Rural;Municipal;Primario;Centro de Salud Familiar Isla de Maipo;13603;Isla de Maipo;01-01-2009;10
10-378;110378;;;13;Metropolitana de Santiago;Servicio de Salud Metropolitano Occidente;Perteneciente;Consultorio General Rural;Municipal;Primario;Centro de Salud Familiar Dr. Edelberto Elgueta;13501;Melipilla;01-01-2009;10
10-379;110379;;;13;Metropolitana de Santiago;Servicio de Salud Metropolitano Occidente;Perteneciente;Consultorio General Urbano;Municipal;Primario;Centro de Salud Familiar Dr. Francisco Boris Soler;13501;Melipilla;01-01-2009;10
10-380;110380;;;13;Metropolitana de Santiago;Servicio de Salud Metropolitano Occidente;Perteneciente;Consultorio General Rural;Municipal;Primario;Centro de Salud Familiar San Manuel;13501;Melipilla;01-01-2009;10
10-381;110381;;;13;Metropolitana de Santiago;Servicio de Salud Metropolitano Occidente;Perteneciente;Consultorio General Rural;Municipal;Primario;Centro de Salud Familiar Alfarera Rosa Reyes Vilches;13501;Melipilla;01-01-2009;10
10-385;110385;;;13;Metropolitana de Santiago;Servicio de Salud Metropolitano Occidente;Perteneciente;Consultorio General Rural;Municipal;Primario;Centro de Salud Familiar Adriana Madrid De Costabal;13504;Maria Pinto;01-01-2009;10
10-387;110387;;;13;Metropolitana de Santiago;Servicio de Salud Metropolitano Occidente;Perteneciente;Consultorio General Rural;Municipal;Primario;Centro de Salud Familiar San Pedro;13505;San Pedro;01-01-2009;10
10-390;110390;;;13;Metropolitana de Santiago;Servicio de Salud Metropolitano Occidente;Perteneciente;Consultorio General Rural;Municipal;Primario;Centro de Salud Familiar Dr. Alberto Allende Jones;13601;Talagante;01-01-2009;10
10-393;110393;;;13;Metropolitana de Santiago;Servicio de Salud Metropolitano Occidente;Perteneciente;Consultorio General Rural;Municipal;Primario;Centro de Salud Familiar Villa Alhué;13502;Alhué;01-01-2009;10
10-400;110400;;;13;Metropolitana de Santiago;Servicio de Salud Metropolitano Occidente;Perteneciente;Posta de Salud Rural;Municipal;Primario;Posta de Salud Rural Aliro Cárcarmo (Lonquén);13601;Talagante;01-01-2009;10
10-410;110410;10-351;110351;13;Metropolitana de Santiago;Servicio de Salud Metropolitano Occidente;Perteneciente;;Municipal;Primario;Centro Comunitario de Salud Familiar Irene Frei Montalva;13124;Pudahuel;01-01-2009;10
10-425;110425;;;13;Metropolitana de Santiago;Servicio de Salud Metropolitano Occidente;Perteneciente;Consultorio General Rural;Municipal;Primario;Centro de Salud Familiar La Islita;13603;Isla de Maipo;01-01-2009;10
10-430;110430;;;13;Metropolitana de Santiago;Servicio de Salud Metropolitano Occidente;Perteneciente;Posta de Salud Rural;Municipal;Primario;Posta de Salud Rural San Antonio de Naltagua;13603;Isla de Maipo;01-01-2009;10
10-431;110431;;;13;Metropolitana de Santiago;Servicio de Salud Metropolitano Occidente;Perteneciente;Posta de Salud Rural;Municipal;Primario;Posta de Salud Rural Gacitúa;13603;Isla de Maipo;01-01-2009;10
10-432;110432;;;13;Metropolitana de Santiago;Servicio de Salud Metropolitano Occidente;Perteneciente;Posta de Salud Rural;Municipal;Primario;Posta de Salud Rural Las Mercedes ( Isla de Maipo );13603;Isla de Maipo;01-01-2009;10
10-440;110440;;;13;Metropolitana de Santiago;Servicio de Salud Metropolitano Occidente;Perteneciente;Posta de Salud Rural;Municipal;Primario;Posta de Salud Rural Bollenar;13501;Melipilla;01-01-2009;10
10-445;110445;;;13;Metropolitana de Santiago;Servicio de Salud Metropolitano Occidente;Perteneciente;Posta de Salud Rural;Municipal;Primario;Posta de Salud Rural Pahuilmo;13501;Melipilla;01-01-2009;10
10-455;110455;;;13;Metropolitana de Santiago;Servicio de Salud Metropolitano Occidente;Perteneciente;Posta de Salud Rural;Municipal;Primario;Posta de salud Rural Pabellón;13501;Melipilla;01-01-2009;10
10-465;110465;;;13;Metropolitana de Santiago;Servicio de Salud Metropolitano Occidente;Perteneciente;Posta de Salud Rural;Municipal;Primario;Posta de Salud Rural Santa Emilia;13504;Maria Pinto;01-01-2009;10
10-470;110470;;;13;Metropolitana de Santiago;Servicio de Salud Metropolitano Occidente;Perteneciente;Posta de Salud Rural;Municipal;Primario;Posta de Salud Rural Las Mercedes ( María Pinto );13504;Maria Pinto;01-01-2009;10
10-475;110475;;;13;Metropolitana de Santiago;Servicio de Salud Metropolitano Occidente;Perteneciente;Posta de Salud Rural;Municipal;Primario;Posta de Salud Rural Chorombo;13504;Maria Pinto;01-01-2009;10
10-477;110477;10-160;110160;13;Metropolitana de Santiago;Servicio de Salud Metropolitano Occidente;Perteneciente;;Servicio de Salud;Primario;Centro Comunitario de Salud Familiar María Salas;13503;Curacaví;01-01-2009;10
10-485;110485;;;13;Metropolitana de Santiago;Servicio de Salud Metropolitano Occidente;Perteneciente;Posta de Salud Rural;Municipal;Primario;Posta de Salud Rural Loica;13505;San Pedro;01-01-2009;10
10-490;110490;;;13;Metropolitana de Santiago;Servicio de Salud Metropolitano Occidente;Perteneciente;Posta de Salud Rural;Municipal;Primario;Posta de Salud Rural La Manga;13505;San Pedro;01-01-2009;10
10-492;110492;;;13;Metropolitana de Santiago;Servicio de Salud Metropolitano Occidente;Perteneciente;Posta de Salud Rural;Municipal;Primario;Posta de Salud Rural Nihue;13505;San Pedro;01-01-2009;10
10-495;110495;;;13;Metropolitana de Santiago;Servicio de Salud Metropolitano Occidente;Perteneciente;Posta de Salud Rural;Municipal;Primario;Posta de Salud Rural El Prado;13505;San Pedro;01-01-2009;10
10-503;110503;10-393;110393 ;13;Metropolitana de Santiago;Servicio de Salud Metropolitano Occidente;Perteneciente;;Municipal;Primario;Centro Comunitario de Salud Familiar Hacienda Alhué;13502;Alhué;01-01-2009;10
10-505;110505;;;13;Metropolitana de Santiago;Servicio de Salud Metropolitano Occidente;Perteneciente;Posta de Salud Rural;Municipal;Primario;Posta de Salud Rural Pichi;13502;Alhué;01-01-2009;10
10-510;110510;;;13;Metropolitana de Santiago;Servicio de Salud Metropolitano Occidente;Perteneciente;Posta de Salud Rural;Municipal;Primario;Posta de Salud Rural El Asiento;13502;Alhué;01-01-2009;10
10-515;110515;;;13;Metropolitana de Santiago;Servicio de Salud Metropolitano Occidente;Perteneciente;Posta de Salud Rural;Municipal;Primario;Posta de Salud Rural Santa María;13502;Alhué;01-01-2009;10
10-601;110601;;;13;Metropolitana de Santiago;Servicio de Salud Metropolitano Occidente;Perteneciente;Consultorio General Urbano;Otra Institución;Primario;Consultorio Coaniquem;13124;Pudahuel;01-01-2009;10
10-619;110619;10-010;110010;13;Metropolitana de Santiago;Servicio de Salud Metropolitano Occidente;Perteneciente;;Municipal;Secundario;COSAM Cerro Navia;13103;Cerro Navia;01-01-2009;10
10-620;110620;10-010;110010;13;Metropolitana de Santiago;Servicio de Salud Metropolitano Occidente;Perteneciente;;Municipal;Secundario;COSAM Quinta Normal;13126;Quinta Normal;01-01-2009;10
10-621;110621;10-010;110010;13;Metropolitana de Santiago;Servicio de Salud Metropolitano Occidente;Perteneciente;;Municipal;Secundario;COSAM Lo Prado;13117;Lo Prado;01-01-2009;10
10-622;110622;10-010;110010;13;Metropolitana de Santiago;Servicio de Salud Metropolitano Occidente;Perteneciente;;Servicio de Salud;Secundario;COSAM Pudahuel;13124;Pudahuel;01-01-2009;10
10-623;110623;10-010;110010;13;Metropolitana de Santiago;Servicio de Salud Metropolitano Occidente;Perteneciente;;Municipal;Secundario;COSAM Talagante;13601;Talagante;01-01-2009;10
10-624;110624;10-010;110010;13;Metropolitana de Santiago;Servicio de Salud Metropolitano Occidente;Perteneciente;;Municipal;Secundario;COSAM Peñaflor;13605;Peñaflor;01-01-2009;10
10-625;110625;10-010;110010;13;Metropolitana de Santiago;Servicio de Salud Metropolitano Occidente;Perteneciente;;Municipal;Secundario;COSAM Melipilla;13501;Melipilla;01-01-2009;10
10-626;110626;10-010;110010;13;Metropolitana de Santiago;Servicio de Salud Metropolitano Occidente;Perteneciente;;Municipal;Secundario;COSAM Renca;13128;Renca;01-01-2009;10
10-627;110627;10-010;110010;13;Metropolitana de Santiago;Servicio de Salud Metropolitano Occidente;Perteneciente;;Municipal;Secundario;Centro Comunitario de Salud Mental;13124;Pudahuel;01-01-2009;10
10-720;110720;10-320;110320;13;Metropolitana de Santiago;Servicio de Salud Metropolitano Occidente;Perteneciente;;Municipal;Primario;Centro Comunitario de Salud Familiar Catamarca;13126;Quinta Normal;01-01-2009;10
10-725;110725;10-325;110325;13;Metropolitana de Santiago;Servicio de Salud Metropolitano Occidente;Perteneciente;;Municipal;Primario;Centro Comunitario de Salud Familiar Antumalal;13126;Quinta Normal;01-01-2009;10
10-735;110735;10-335;110335;13;Metropolitana de Santiago;Servicio de Salud Metropolitano Occidente;Perteneciente;;Municipal;Primario;Centro Comunitario de Salud Familiar Los Lagos (Unidad Vecinal Nº 33);13103;Cerro Navia;01-01-2009;10
10-750;110750;10-350;110350;13;Metropolitana de Santiago;Servicio de Salud Metropolitano Occidente;Perteneciente;;Municipal;Primario;Centro Comunitario de Salud Familiar Concejal Guillermo Flores O.;13124;Pudahuel;01-01-2009;10
10-752;110752;10-354;110354;13;Metropolitana de Santiago;Servicio de Salud Metropolitano Occidente;Perteneciente;;Municipal;Primario;Centro Comunitario de Salud Familiar Padre Félix Gutiérrez Donoso;13124;Pudahuel;01-01-2009;10
10-754;110754;10-354;110354;13;Metropolitana de Santiago;Servicio de Salud Metropolitano Occidente;Perteneciente;;Municipal;Primario;Centro Comunitario de Salud Familiar Río Claro;13124;Pudahuel;01-01-2009;10
10-756;110756;10-350;110350;13;Metropolitana de Santiago;Servicio de Salud Metropolitano Occidente;Perteneciente;;Municipal;Primario;Centro Comunitario de Salud Familiar Mar Caribe;13124;Pudahuel;01-01-2009;10
10-758;110758;10-350;110350;13;Metropolitana de Santiago;Servicio de Salud Metropolitano Occidente;Perteneciente;;Municipal;Primario;Centro Comunitario de Salud Familiar Santa Corina;13124;Pudahuel;01-01-2009;10
10-760;110760;10-160;110160;13;Metropolitana de Santiago;Servicio de Salud Metropolitano Occidente;Perteneciente;;Servicio de Salud;Primario;Centro Comunitario de Salud Familiar Curacaví;13503;Curacaví;01-01-2009;10
10-775;110775;10-375;110375;13;Metropolitana de Santiago;Servicio de Salud Metropolitano Occidente;Perteneciente;;Municipal;Primario;Centro Comunitario de Salud Familiar La Islita;13603;Isla de Maipo;01-01-2009;10
10-778;110778;10-378;110378;13;Metropolitana de Santiago;Servicio de Salud Metropolitano Occidente;Perteneciente;;Municipal;Primario;Centro Comunitario de Salud Familiar Padre Demetrio Bravo;13501;Melipilla;01-01-2009;10
10-781;110781;10-378;110378;13;Metropolitana de Santiago;Servicio de Salud Metropolitano Occidente;Perteneciente;;Municipal;Primario;Centro Comunitario de Salud Familiar Obispo Pablo Lizama;13501;Melipilla;01-01-2009;10
10-783;110783;10-380;110380;13;Metropolitana de Santiago;Servicio de Salud Metropolitano Occidente;Perteneciente;;Municipal;Primario;Centro Comunitario de Salud Familiar Codigua;13501;Melipilla;01-01-2009;10
10-860;110860;10-360;110360;13;Metropolitana de Santiago;Servicio de Salud Metropolitano Occidente;Perteneciente;;Municipal;Primario;SAR Renca;13128;Renca;01-01-2009;10
10-867;110867;10-366;110366;13;Metropolitana de Santiago;Servicio de Salud Metropolitano Occidente;Perteneciente;;Municipal;Primario;SAPU Santa Rosa de Chena;13604;Padre Hurtado;01-01-2009;10
10-891;110891;10-390;110390;13;Metropolitana de Santiago;Servicio de Salud Metropolitano Occidente;Perteneciente;;Municipal;Primario;SAPU Marcela Jacques Vargas;13601;Talagante;01-01-2009;10
11-010;111010;;;13;Metropolitana de Santiago;Servicio de Salud Metropolitano Central;Perteneciente;Dirección Servicio de Salud;Servicio de Salud;No Aplica;Actividades gestionadas por la Dirección del Servicio para apoyo de la Red (S.S Metropolitano Central);13101;Santiago;01-01-2009;11
11-011;111011;11-010;111010;13;Metropolitana de Santiago;Servicio de Salud Metropolitano Central;Perteneciente;;Servicio de Salud;No Aplica;PRAIS (S.S Metropolitano Central);13101;Santiago;01-01-2009;11
11-100;111100;;;13;Metropolitana de Santiago;Servicio de Salud Metropolitano Central;Perteneciente;Establecimiento Alta Complejidad;Servicio de Salud;Terciario;Hospital Clínico San Borja Arriarán;13101;Santiago;01-01-2009;11
11-101;111101;;;13;Metropolitana de Santiago;Servicio de Salud Metropolitano Central;Perteneciente;Establecimiento Alta Complejidad;Servicio de Salud;Terciario;Hospital Clínico Metropolitano El Carmen Doctor Luis Valentín Ferrada;13119;Maipú;01-01-2009;11
11-195;111195;;;13;Metropolitana de Santiago;Servicio de Salud Metropolitano Central;Perteneciente;Establecimiento Alta Complejidad;Servicio de Salud;Terciario;Hospital de Urgencia Asistencia Pública Dr. Alejandro del Río;13101;Santiago;01-01-2009;11
